url,Name,Team,scrape_date,Overall Rating,Nationality,Archetype,Position,Height,Weight,Jersey,Years in NBA,Prior to NBA,Salary,Age,Draft Year,Draft Pick Number,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Height (cm)
https://www.2kratings.com/bruno-fernando,Bruno Fernando,Atlanta Hawks,2023-04-20,75,Angola,Glass-Cleaning Finisher,C,"6'10""",108,24,4,Maryland,1902133,24,2019,34.0,68,65,42,55,25,25,74,74,85,75,85,85,80,75,80,78,64,63,65,50,75,52,50,50,65,44,64,44,35,88,60,65,62,40,90,81,208
https://www.2kratings.com/aaron-holiday,Aaron Holiday,Atlanta Hawks,2023-04-20,73,United States,Shot Creator,SG,"6'0""",83,3,5,UCLA,1968175,26,2018,23.0,69,79,85,79,85,75,76,77,49,56,85,85,84,70,25,60,25,45,32,47,80,82,86,76,82,43,34,68,53,51,75,67,69,45,40,41,183
https://www.2kratings.com/garrison-mathews,Garrison Mathews,Atlanta Hawks,2023-04-20,73,United States,Shooter,SF,"6'6""",97,25,4,Lipscomb,2000000,26,Undrafted,,74,78,78,92,82,80,50,50,44,65,89,88,79,79,45,55,36,47,48,54,95,71,76,47,82,30,42,59,53,40,60,58,52,45,34,48,198
https://www.2kratings.com/trent-forrest,Trent Forrest,Atlanta Hawks,2023-04-20,71,United States,Interior Finisher,PG,"6'4""",95,2,3,Florida State,2045883,24,Undrafted,,89,72,62,85,60,65,82,82,59,75,80,80,80,83,40,60,59,62,62,72,95,70,76,78,68,62,58,60,42,45,70,60,55,40,37,52,193
https://www.2kratings.com/vit-krejci,Vit Krejci,Atlanta Hawks,2023-04-20,70,Czech Republic,Prospect,SG,"6'8""",88,27,3,Czech Republic,1563518,25,2020,37.0,70,64,75,54,50,40,75,75,40,76,80,75,80,72,45,70,35,38,38,55,75,69,70,70,70,43,50,60,36,45,71,59,58,40,35,48,203
https://www.2kratings.com/tyrese-martin,Tyrese Martin,Atlanta Hawks,2023-04-20,69,United States,Ball Hawk,SF,"6'6""",97,22,1,UConn,1017781,24,2022,51.0,68,70,75,68,65,50,70,70,59,70,85,65,80,63,40,60,56,60,59,45,69,65,70,63,66,50,54,66,74,47,72,60,40,55,32,43,198
https://www.2kratings.com/donovan-williams,Donovan Williams,Atlanta Hawks,2023-04-20,68,United States,3PT Shooter,SG,"6'6""",86,4,1,UNLV,239822,22,Undrafted,,71,72,80,64,60,50,70,70,52,72,84,75,80,69,25,70,43,47,48,45,84,64,70,65,66,40,45,69,36,28,70,68,67,65,30,65,198
https://www.2kratings.com/jayson-tatum,Jayson Tatum,Boston Celtics,2023-04-20,95,United States,One of a Kind,PF,"6'8""",95,0,6,Duke,30351780,25,2017,3.0,95,90,87,86,98,98,82,82,71,83,95,98,80,95,50,89,74,84,83,97,98,78,86,79,84,72,81,89,74,75,88,89,90,85,74,82,203
https://www.2kratings.com/jaylen-brown,Jaylen Brown,Boston Celtics,2023-04-20,90,United States,2-Way Scoring Machine,SG,"6'6""",100,7,7,California,26669643,26,2016,3.0,93,92,83,79,98,98,79,79,69,84,95,95,82,94,40,89,67,69,80,93,95,78,86,76,84,62,70,87,74,50,89,86,84,85,43,67,198
https://www.2kratings.com/robert-williams-iii,Robert Williams III,Boston Celtics,2023-04-20,83,United States,Defensive Anchor,C,"6'9""",107,44,5,Texas A&M,10714287,25,2018,27.0,95,69,25,63,70,65,71,62,83,75,80,90,81,82,90,75,60,50,65,54,75,57,48,38,62,40,88,40,38,90,64,88,88,90,91,87,206
https://www.2kratings.com/malcolm-brogdon,Malcolm Brogdon,Boston Celtics,2023-04-20,83,United States,Versatile Offensive Force,PG,"6'4""",103,13,7,Virginia,22600000,30,2016,36.0,88,97,89,88,80,85,77,77,56,72,93,95,84,87,40,70,44,45,40,92,92,89,86,77,92,70,65,77,40,47,80,77,74,65,37,63,193
https://www.2kratings.com/marcus-smart,Marcus Smart,Boston Celtics,2023-04-20,82,United States,2-Way Inside-Out Scorer,SG,"6'4""",99,36,9,Oklahoma State,16607142,29,2014,6.0,87,66,78,76,45,50,75,82,73,83,89,90,83,74,25,50,25,58,78,27,70,75,74,74,75,73,74,96,80,47,96,90,92,95,37,45,193
https://www.2kratings.com/al-horford,Al Horford,Boston Celtics,2023-04-20,80,Dominican Republic,2-Way 3-Level Scorer,C,"6'9""",108,42,16,Florida,26500000,36,2007,3.0,97,86,87,86,70,65,53,48,91,69,95,85,78,65,70,65,76,84,83,40,84,79,50,33,84,50,82,68,35,66,67,85,78,85,46,69,206
https://www.2kratings.com/derrick-white,Derrick White,Boston Celtics,2023-04-20,80,United States,2-Way Playshot,SG,"6'4""",86,9,6,Colorado,16392857,28,2017,29.0,93,79,81,88,98,80,90,90,46,75,85,78,81,74,40,55,35,51,35,83,90,88,86,88,82,68,38,82,40,67,82,76,69,65,37,52,193
https://www.2kratings.com/danilo-gallinari,Danilo Gallinari,Boston Celtics,2023-04-20,78,Italy,3-Level Scorer,PF,"6'10""",106,8,15,Italy,6479000,34,2008,6.0,85,78,82,93,70,65,60,60,66,66,85,80,75,76,45,75,66,72,74,70,76,66,76,60,60,36,69,56,35,40,68,70,62,65,36,69,208
https://www.2kratings.com/grant-williams,Grant Williams,Boston Celtics,2023-04-20,76,United States,Inside-Out Scorer,PF,"6'6""",106,12,4,Tennessee,4306281,24,2019,22.0,89,64,84,80,85,60,58,60,73,66,88,85,80,77,50,60,59,58,66,50,81,69,66,54,72,36,68,58,37,51,70,69,60,65,47,62,198
https://www.2kratings.com/blake-griffin,Blake Griffin,Boston Celtics,2023-04-20,75,United States,Inside-Out Shot Creator,C,"6'9""",113,91,14,Oklahoma,1766970,34,2009,1.0,90,45,78,63,50,40,68,71,85,85,95,75,88,73,75,75,70,70,70,40,85,75,77,66,74,46,73,59,40,51,65,70,40,55,66,75,206
https://www.2kratings.com/mike-muscala,Mike Muscala,Boston Celtics,2023-04-20,75,United States,Stretch Five,C,"6'11""",108,57,10,Bucknell,3500000,31,2013,44.0,86,81,83,78,85,70,43,37,76,58,79,80,79,64,75,60,68,64,66,50,64,60,42,40,60,35,68,53,35,67,54,67,54,45,44,75,211
https://www.2kratings.com/sam-hauser,Sam Hauser,Boston Celtics,2023-04-20,75,United States,Shooter,SF,"6'7""",98,30,2,Virginia,1637966,25,Undrafted,,74,77,85,89,95,80,61,61,66,62,85,88,80,60,40,60,44,45,45,55,95,50,43,55,60,34,48,55,38,55,62,52,44,45,41,61,201
https://www.2kratings.com/luke-kornet,Luke Kornet,Boston Celtics,2023-04-20,74,United States,Paint Protector,C,"7'2""",113,40,5,Vanderbilt,2133278,27,Undrafted,,83,56,70,81,65,60,38,37,66,62,85,85,77,60,75,60,69,68,69,48,85,50,43,33,60,35,74,32,33,86,34,76,54,70,82,63,218
https://www.2kratings.com/payton-pritchard,Payton Pritchard,Boston Celtics,2023-04-20,73,United States,3-Level Scorer,PG,"6'1""",88,11,3,Oregon Ducks,2239200,25,2020,26.0,80,82,78,88,85,65,75,75,41,66,84,78,81,77,25,35,40,46,35,40,75,79,79,75,82,45,36,60,40,30,74,60,45,35,47,46,185
https://www.2kratings.com/justin-champagnie,Justin Champagnie,Boston Celtics,2023-04-20,70,United States,Scrappy Wing,SF,"6'6""",93,11,2,Pittsburgh,1637966,21,Undrafted,,70,67,75,71,75,50,73,73,40,78,80,92,80,74,65,75,48,44,40,45,75,62,65,66,62,30,49,52,42,53,68,55,52,40,78,62,198
https://www.2kratings.com/mfiondu-kabengele,Mfiondu Kabengele,Boston Celtics,2023-04-20,70,Canada,Interior Finisher,PF,"6'10""",113,28,4,Florida State,1761752,25,2019,27.0,70,74,58,76,60,40,72,70,75,72,85,80,80,68,80,80,54,50,60,40,75,34,54,55,48,36,72,58,42,80,57,72,44,50,48,70,208
https://www.2kratings.com/jd-davison,JD Davison,Boston Celtics,2023-04-20,69,United States,Slasher,PG,"6'1""",88,20,1,Alabama,1761752,20,2022,53.0,70,73,71,73,50,50,85,85,54,84,88,45,80,72,25,85,30,31,38,40,80,72,86,84,75,72,25,56,69,61,77,55,54,45,36,55,185
https://www.2kratings.com/mikal-bridges,Mikal Bridges,Brooklyn Nets,2023-04-20,87,United States,2-Way Sharpshooter,SF,"6'6""",94,1,5,Villanova,21000000,26,2018,10.0,89,88,86,90,98,98,80,80,68,85,92,95,84,75,40,75,55,57,57,80,80,78,82,72,88,53,69,89,80,62,89,82,86,85,40,51,198
https://www.2kratings.com/nicolas-claxton,Nicolas Claxton,Brooklyn Nets,2023-04-20,84,United States,Defensive Anchor,C,"6'11""",97,33,4,Georgia,8500000,24,2019,31.0,95,64,67,52,75,50,69,69,71,79,90,89,80,75,80,75,72,64,72,55,80,40,49,44,48,37,89,77,41,92,74,90,64,85,68,86,211
https://www.2kratings.com/spencer-dinwiddie,Spencer Dinwiddie,Brooklyn Nets,2023-04-20,83,United States,Playmaking Shot Creator,PG,"6'5""",97,26,9,Colorado,20171427,30,2014,38.0,83,89,82,82,90,95,82,82,45,75,95,85,77,84,35,55,49,52,52,87,98,88,88,82,90,85,42,74,40,45,77,68,59,70,31,49,196
https://www.2kratings.com/cameron-johnson,Cameron Johnson,Brooklyn Nets,2023-04-20,80,United States,3-Level Scorer,PF,"6'8""",95,2,4,North Carolina,5887899,27,2019,11.0,88,80,85,81,89,90,70,69,60,79,85,86,78,79,60,60,69,69,69,64,57,59,59,43,66,36,65,69,59,51,70,64,68,65,38,62,203
https://www.2kratings.com/ben-simmons,Ben Simmons,Brooklyn Nets,2023-04-20,78,Australia,2-Way Slashing Playmaker,PG,"6'10""",108,10,7,LSU,35448672,26,2016,1.0,91,46,50,55,30,30,92,92,80,85,97,80,83,80,83,86,76,73,78,50,75,79,86,84,80,75,79,84,73,58,83,84,75,85,47,81,208
https://www.2kratings.com/cameron-thomas,Cameron Thomas,Brooklyn Nets,2023-04-20,78,United States,3-Level Scorer,SG,"6'3""",95,24,2,LSU,2138160,21,2021,27.0,86,79,82,86,70,95,77,77,54,79,86,65,80,79,50,75,58,70,75,78,74,59,78,70,52,50,41,59,38,40,75,59,58,40,30,50,191
https://www.2kratings.com/dorian-finney-smith,Dorian Finney-Smith,Brooklyn Nets,2023-04-20,77,United States,2-Way Inside-Out Scorer,SF,"6'7""",99,28,7,Florida,12402000,29,Undrafted,,74,71,77,75,90,85,67,67,62,83,80,80,81,77,40,84,47,40,40,48,72,65,60,44,61,33,72,81,42,53,81,74,74,75,56,53,201
https://www.2kratings.com/seth-curry,Seth Curry,Brooklyn Nets,2023-04-20,77,United States,3-Level Scorer,SG,"6'1""",83,30,9,Duke,8496653,32,Undrafted,,98,96,86,98,85,85,78,78,41,68,89,80,80,85,25,36,27,35,30,35,69,75,78,77,75,45,25,57,43,37,68,54,55,35,31,45,185
https://www.2kratings.com/joe-harris,Joe Harris,Brooklyn Nets,2023-04-20,76,United States,3PT Specialist,SF,"6'6""",99,12,9,Virginia,18642857,31,2014,33.0,74,75,86,70,98,85,69,69,40,67,90,85,83,76,25,45,30,48,32,40,88,72,73,67,74,37,34,66,38,45,69,58,63,55,34,49,198
https://www.2kratings.com/edmond-sumner,Edmond Sumner,Brooklyn Nets,2023-04-20,76,United States,Inside-Out Scorer,SG,"6'4""",88,4,6,Xavier,1968175,27,2017,52.0,76,72,79,92,95,80,82,82,40,93,86,85,82,70,50,80,37,44,45,69,95,70,75,81,78,54,44,62,66,51,75,60,78,45,34,50,193
https://www.2kratings.com/royce-oneale,Royce O’Neale,Brooklyn Nets,2023-04-20,76,United States,2-Way Stretch Four,SF,"6'6""",102,00,6,Baylor,9200000,29,Undrafted,,55,67,83,74,95,55,62,62,67,65,80,80,82,74,55,70,54,52,59,59,75,60,68,62,63,60,68,83,41,56,83,84,68,80,38,62,198
https://www.2kratings.com/yuta-watanabe,Yuta Watanabe,Brooklyn Nets,2023-04-20,75,Japan,Stretch Four,SF,"6'8""",97,18,5,George Washington,2203495,28,Undrafted,,78,60,85,82,70,70,67,67,60,74,80,85,80,78,40,60,40,43,45,59,85,60,69,65,63,32,58,63,40,56,71,66,65,60,45,54,203
https://www.2kratings.com/patty-mills,Patty Mills,Brooklyn Nets,2023-04-20,74,Australia,Shot Creator,PG,"6'0""",81,8,14,Saint Mary's,6479000,34,2009,55.0,64,85,80,90,90,70,83,83,51,66,82,70,82,79,25,25,25,37,25,50,73,79,86,83,84,53,27,65,41,35,72,61,61,40,33,41,183
https://www.2kratings.com/dayron-sharpe,Day’Ron Sharpe,Brooklyn Nets,2023-04-20,73,United States,Glass Cleaner,C,"6'9""",119,20,2,North Carolina,2109480,21,2021,29.0,71,49,29,50,80,50,61,61,79,73,80,90,80,73,75,70,48,35,48,44,80,62,58,38,66,39,69,60,33,81,60,69,55,60,82,83,206
https://www.2kratings.com/david-duke,David Duke Jr.,Brooklyn Nets,2023-04-20,72,United States,Prospect,PG,"6'4""",92,6,2,Providence,1576305,23,Undrafted,,68,73,69,79,90,75,83,83,55,72,80,45,83,70,40,60,30,40,39,70,70,62,73,78,60,43,40,60,56,42,70,55,37,35,53,44,193
https://www.2kratings.com/raiquan-gray,Raiquan Gray,Brooklyn Nets,2023-04-20,69,United States,Stretch Four,PF,"6'8""",117,0,2,Florida State,5849,23,2021,59.0,68,72,77,64,50,40,66,66,70,75,82,85,84,70,65,75,57,57,57,47,95,67,67,63,60,51,60,52,65,59,62,52,65,45,57,70,203
https://www.2kratings.com/dru-smith,Dru Smith,Brooklyn Nets,2023-04-20,67,United States,3PT Shooter,PG,"6'3""",91,9,2,Missouri,374357,25,Undrafted,,57,74,76,84,55,55,70,70,43,62,85,75,80,79,40,45,38,37,40,40,80,74,76,70,74,70,40,63,53,40,69,65,68,50,36,44,191
https://www.2kratings.com/lamelo-ball,LaMelo Ball,Charlotte Hornets,2023-04-20,86,United States,Playmaking Shot Creator,PG,"6'7""",81,1,3,Illawarra Hawks (Australia),8623920,21,2020,3.0,80,80,81,86,98,98,84,84,50,79,93,89,82,88,45,75,52,58,52,82,98,94,88,84,94,90,45,70,53,47,83,79,89,75,41,65,201
https://www.2kratings.com/terry-rozier,Terry Rozier III,Charlotte Hornets,2023-04-20,81,United States,Playmaking Shot Creator,SG,"6'1""",86,3,8,Louisville,21486316,29,2015,16.0,80,85,77,81,98,95,82,82,62,84,98,92,82,84,40,75,45,53,48,89,98,84,88,82,89,71,55,75,46,40,77,59,65,50,36,50,185
https://www.2kratings.com/kelly-oubre-jr,Kelly Oubre Jr.,Charlotte Hornets,2023-04-20,80,United States,3-Level Scorer,SF,"6'6""",91,12,8,Kansas,12600000,27,2015,15.0,73,85,77,76,98,98,72,82,58,95,90,75,84,79,40,84,45,53,52,84,88,73,78,69,80,30,49,74,59,50,76,70,75,55,47,57,198
https://www.2kratings.com/gordon-hayward,Gordon Hayward,Charlotte Hornets,2023-04-20,79,United States,3-Level Scorer,SF,"6'7""",101,20,13,Butler,30075000,33,2010,9.0,91,89,76,80,65,80,80,77,63,75,88,80,78,85,40,75,40,65,58,65,91,74,77,77,79,67,56,73,41,42,76,73,58,65,36,56,201
https://www.2kratings.com/mark-williams,Mark Williams,Charlotte Hornets,2023-04-20,78,United States,Defensive Anchor,C,"7'0""",108,5,1,Duke,3722040,21,2022,15.0,72,53,36,73,70,55,65,64,73,75,85,88,80,75,85,75,60,60,60,73,85,44,35,32,52,27,79,44,70,89,49,75,60,65,79,89,213
https://www.2kratings.com/nick-richards,Nick Richards,Charlotte Hornets,2023-04-20,78,Jamaica,Defensive Anchor,C,"7'0""",110,4,3,Kentucky,1782621,25,2020,42.0,60,69,25,76,95,80,72,70,65,75,81,85,84,62,80,80,52,47,52,55,80,37,35,49,36,29,75,47,31,86,52,78,40,70,86,81,213
https://www.2kratings.com/pj-washington,P.J. Washington,Charlotte Hornets,2023-04-20,77,United States,Inside-Out Scorer,PF,"6'7""",104,25,4,Kentucky,5808435,24,2019,12.0,88,65,78,72,98,85,75,75,68,69,85,85,79,74,65,80,68,70,71,74,95,55,70,63,60,41,62,52,41,70,67,64,62,40,40,57,201
https://www.2kratings.com/cody-martin,Cody Martin,Charlotte Hornets,2023-04-20,75,United States,Inside-Out Scorer,SF,"6'6""",92,11,4,Nevada,7000000,27,2019,36.0,72,60,82,73,95,70,58,58,58,75,90,90,80,85,25,75,59,59,55,79,75,74,73,57,78,42,48,69,70,56,72,69,69,60,47,54,198
https://www.2kratings.com/dennis-smith-jr,Dennis Smith Jr.,Charlotte Hornets,2023-04-20,74,United States,Slasher,PG,"6'2""",92,8,6,North Carolina State,2133278,25,2017,9.0,76,56,70,74,80,75,86,87,54,91,88,45,80,76,25,85,30,31,38,69,80,76,86,85,75,72,25,66,80,56,77,65,75,45,35,52,188
https://www.2kratings.com/sviatoslav-mykhailiuk,Sviatoslav Mykhailiuk,Charlotte Hornets,2023-04-20,74,Ukraine,3-Level Scorer,SG,"6'7""",92,10,5,Kansas,1878720,25,2018,47.0,86,80,83,88,80,75,82,82,54,69,81,65,79,74,40,55,42,47,38,49,94,69,64,75,64,63,37,55,43,37,67,50,54,30,39,48,201
https://www.2kratings.com/theo-maledon,Theo Maledon,Charlotte Hornets,2023-04-20,74,France,Inside-Out Playmaker,PG,"6'5""",79,9,3,ASVEL (France),1900000,21,2020,34.0,79,75,77,91,94,60,77,77,39,72,84,75,80,79,35,50,37,49,40,64,80,84,83,77,84,69,37,56,70,50,65,40,54,30,33,63,196
https://www.2kratings.com/james-bouknight,James Bouknight,Charlotte Hornets,2023-04-20,72,United States,Interior Finisher,SG,"6'4""",86,2,2,UConn,4362240,22,2021,11.0,66,72,73,81,60,65,87,87,54,90,87,75,80,75,35,85,30,37,38,60,82,69,80,84,68,41,44,69,46,51,80,68,69,40,32,60,193
https://www.2kratings.com/bryce-mcgowens,Bryce McGowens,Charlotte Hornets,2023-04-20,72,United States,Athletic Finisher,SG,"6'6""",79,7,1,Nebraska,1769013,20,2022,40.0,71,74,73,79,95,50,74,74,48,81,85,75,80,74,40,80,42,42,42,55,78,52,74,72,50,33,37,66,35,45,75,65,60,65,38,48,198
https://www.2kratings.com/jt-thor,J.T. Thor,Charlotte Hornets,2023-04-20,72,South Sudan,Paint Protector,PF,"6'9""",91,21,2,Auburn,1563518,20,2021,37.0,85,70,74,65,55,60,84,84,50,82,85,80,80,70,55,70,67,66,68,41,75,65,60,69,66,29,65,63,40,57,64,62,62,50,48,56,206
https://www.2kratings.com/kai-jones,Kai Jones,Charlotte Hornets,2023-04-20,72,United States,2-Way Interior Finisher,C,"6'11""",99,23,2,Texas,2909040,22,2021,19.0,68,69,69,69,60,60,66,66,65,69,84,75,80,64,80,80,41,40,40,42,37,38,35,57,48,27,78,47,43,83,65,84,67,65,66,68,211
https://www.2kratings.com/kobi-simmons,Kobi Simmons,Charlotte Hornets,2023-04-20,68,United States,Interior Finisher,PG,"6'5""",77,23,6,Arizona,32795,25,Undrafted,,84,65,69,78,50,50,84,84,53,77,85,70,80,74,25,70,37,42,37,56,70,70,77,84,70,63,35,48,45,30,70,50,55,30,37,40,196
https://www.2kratings.com/xavier-sneed,Xavier Sneed,Charlotte Hornets,2023-04-20,68,United States,Perimeter Defender,SG,"6'5""",97,19,3,Kansas State,1655120,25,Undrafted,,67,66,73,76,60,35,81,63,40,98,80,59,83,72,60,70,44,55,52,60,68,62,68,65,49,44,52,68,66,35,70,62,53,50,36,52,196
https://www.2kratings.com/zach-lavine,Zach LaVine,Chicago Bulls,2023-04-20,87,United States,Versatile Offensive Force,SG,"6'5""",90,8,9,UCLA,37096500,28,2014,13.0,87,84,82,85,98,98,84,84,49,97,98,85,83,88,60,95,59,59,59,82,98,79,88,81,88,66,62,69,41,40,75,68,69,65,34,56,196
https://www.2kratings.com/demar-derozan,DeMar DeRozan,Chicago Bulls,2023-04-20,87,United States,Playmaking 3-Level Scorer,SG,"6'6""",99,11,14,Southern California,27300000,33,2009,9.0,95,95,77,86,90,90,82,82,73,88,98,90,91,92,55,84,65,78,87,85,95,73,83,80,75,71,50,73,43,52,76,74,82,70,32,57,198
https://www.2kratings.com/nikola-vucevic,Nikola Vucevic,Chicago Bulls,2023-04-20,84,Montenegro,3-Level Scorer,C,"6'10""",117,9,12,Southern California,22000000,32,2011,16.0,97,88,78,83,90,90,62,46,89,45,95,85,77,70,85,65,89,84,88,50,98,82,35,32,82,58,74,41,38,62,49,73,57,50,58,88,208
https://www.2kratings.com/lonzo-ball,Lonzo Ball,Chicago Bulls,2023-04-20,82,United States,2-Way 3PT Playmaker,PG,"6'6""",86,2,6,UCLA,19534884,25,2017,2.0,55,65,84,79,92,85,85,85,52,80,93,70,80,79,30,75,35,44,40,59,84,88,86,85,89,70,60,86,80,62,86,85,90,85,41,62,198
https://www.2kratings.com/andre-drummond,Andre Drummond,Chicago Bulls,2023-04-20,78,United States,Paint Beast,C,"6'11""",126,3,11,Connecticut,3200000,29,2012,9.0,82,47,47,54,40,30,60,58,95,79,89,85,81,73,95,85,70,45,75,40,80,52,45,49,70,32,77,52,76,66,52,74,70,70,96,97,211
https://www.2kratings.com/patrick-williams,Patrick Williams,Chicago Bulls,2023-04-20,77,United States,Stretch Four,SF,"6'7""",97,44,3,Florida State,7775400,21,2020,4.0,64,83,85,87,70,75,70,70,64,77,88,75,81,68,60,65,44,42,40,50,80,60,70,64,62,31,70,76,42,67,74,80,65,65,43,56,201
https://www.2kratings.com/javonte-green,Javonte Green,Chicago Bulls,2023-04-20,77,United States,2-Way Inside-Out Scorer,SG,"6'5""",92,24,4,Radford,1815677,29,Undrafted,,73,70,82,65,80,75,72,74,46,85,80,75,82,79,25,85,52,52,52,60,95,60,72,69,68,33,74,77,73,81,69,74,80,75,56,62,196
https://www.2kratings.com/patrick-beverley,Patrick Beverley,Chicago Bulls,2023-04-20,76,United States,3 & D Point,PG,"6'1""",81,21,14,Arkansas,13000000,34,2009,42.0,85,44,76,72,60,40,76,76,60,91,90,76,78,70,25,45,30,35,30,38,85,75,78,75,77,50,70,90,43,60,89,86,63,95,40,54,185
https://www.2kratings.com/alex-caruso,Alex Caruso,Chicago Bulls,2023-04-20,76,United States,3 & D Two Guard,PG,"6'5""",84,6,6,Texas A&M,9030000,29,Undrafted,,70,67,80,81,65,50,82,82,31,72,85,85,81,70,35,75,30,43,29,45,68,78,78,82,80,62,31,89,96,66,87,88,89,90,39,52,196
https://www.2kratings.com/coby-white,Coby White,Chicago Bulls,2023-04-20,76,United States,Inside-Out Shot Creator,PG,"6'4""",88,0,4,North Carolina,7413955,23,2019,7.0,85,82,81,86,70,70,85,85,56,81,90,85,80,79,30,65,34,45,49,67,80,77,86,84,77,63,49,64,46,35,73,66,64,45,30,55,193
https://www.2kratings.com/derrick-jones-jr,Derrick Jones Jr.,Chicago Bulls,2023-04-20,76,United States,Inside-Out Scorer,SF,"6'6""",95,5,7,UNLV,3200000,26,Undrafted,,70,68,77,83,89,75,77,76,59,93,83,90,78,79,85,94,50,52,52,66,90,65,68,61,54,30,60,59,43,80,71,60,68,30,63,54,198
https://www.2kratings.com/ayo-dosunmu,Ayo Dosunmu,Chicago Bulls,2023-04-20,74,United States,Inside the Arc Scorer,PG,"6'5""",90,12,2,Illinois,1563518,23,2021,38.0,86,78,74,81,80,80,76,76,52,75,85,75,80,79,25,75,35,50,42,59,87,72,79,73,79,51,38,69,41,52,78,68,69,65,38,48,196
