url,scrape_date,Team,Name,Overall Rating,Nationality,Archetype,Position,Weight (kg),Jersey,Years in NBA,Prior to NBA,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Badges,Height (cm),Height (in)
https://www.2kratings.com/darius-garland,2023-02-17,Cleveland Cavaliers,Darius Garland,87,['United States'],Offensive Threat,['PG'],86,10,4,Vanderbilt,94,79,85,88,95,98,88,88,40,84,95,95,80,90,25,65,32,37,42,74,95,92,89,88,95,84,31,69,53,35,78,69,66,50,32,42,"{'Agent 3': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Ability to hit difficult 3PT shots off the dribble', 'Badge Level': 'Gold'}, 'Amped': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Reduces the shooting attribute penalties when fatigued and when moving excessively prior to shooting', 'Badge Level': 'Gold'}, 'Killer Combos': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Improves a dribbler’s effectiveness with size-up dribble moves', 'Badge Level': 'Gold'}, 'Middy Magician': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Improved ability to knock down mid-range jumpers off the bounce or out of the post', 'Badge Level': 'Gold'}, 'Mismatch Expert': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Helps smaller guards break down taller defenders when mismatched 1-on-1', 'Badge Level': 'Gold'}, 'Clamp Breaker': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Helps ball handlers win more 1-on-1 body bump confrontations', 'Badge Level': 'Silver'}, 'Comeback Kid': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Improved ability to shoot perimeter jumpers when trailing in a game', 'Badge Level': 'Silver'}, 'Floor General': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Teammates receive an offensive attribute bonus when player is in the game', 'Badge Level': 'Silver'}, 'Giant Slayer': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Heightens the effectiveness of layups over taller defenders', 'Badge Level': 'Silver'}, 'Guard Up': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases the ability to make jump shots when defenders fail to properly contest', 'Badge Level': 'Silver'}, 'Handles For Days': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Reduces the amount of energy lost when performing dribble moves', 'Badge Level': 'Silver'}, 'Hyperdrive': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Increases the dribbling skills while on the move', 'Badge Level': 'Silver'}, 'Limitless Range': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Boosts the range that one can effectively shoot standing three point shots', 'Badge Level': 'Silver'}, 'Needle Threader': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Increases the likelihood that tough passes can get by the defense', 'Badge Level': 'Silver'}, 'Slithery': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Makes it easier to gather through traffic, avoiding collisions and strips', 'Badge Level': 'Silver'}, 'Space Creator': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Ability to hit stepback jumpers and hop shots, and also will cause defenders to stumble more often', 'Badge Level': 'Silver'}, 'Acrobat': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Boosts the ability to hit high degree of difficulty layups', 'Badge Level': 'Bronze'}, 'Bail Out': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Increases the chances of successfully completing a pass from mid-air', 'Badge Level': 'Bronze'}, 'Blinders': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Becomes unfazed by defenders from the side', 'Badge Level': 'Bronze'}, 'Catch and Shoot': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Boosts the chance of hitting a jump shot immediately after a catch', 'Badge Level': 'Bronze'}, 'Deadeye': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Reduces the impact of a defender who is closing out', 'Badge Level': 'Bronze'}, 'Dimer': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Boosts the shot percentage for open teammates on jump shots after catching a pass', 'Badge Level': 'Bronze'}, 'Fearless Finisher': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Improves the ability to convert contact layups', 'Badge Level': 'Bronze'}, 'Quick First Step': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Provides more explosive first steps out of tripple threat and size-ups', 'Badge Level': 'Bronze'}, 'Special Delivery': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Gives boost to passer and receiver’s takeover meter following a flashy pass if the shot goes in', 'Badge Level': 'Bronze'}, 'Unpluckable': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Reduces the chances of getting stripped by the defender', 'Badge Level': 'Bronze'}, 'Volume Shooter': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Boosts shot percentages as shot attempts accrue throughout the game', 'Badge Level': 'Bronze'}}",185,"6'1"""
https://www.2kratings.com/evan-mobley,2023-02-17,Cleveland Cavaliers,Evan Mobley,86,['United States'],2-Way Inside-the-Arc Scorer,"['PF', 'C']",97,4,2,USC,87,78,68,68,98,90,72,72,68,81,94,90,80,84,85,80,79,72,79,70,95,69,60,66,84,46,82,70,38,73,69,82,75,80,80,82,"{'Aerial Wizard': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Ability to successfully complete alley–oops and putbacks', 'Badge Level': 'Gold'}, 'Rise Up': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Makes it easier to dunk when under the basket', 'Badge Level': 'Gold'}, 'Anchor': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'A crucial badge for last line of defense bigs, improves ability to block and contest shots in the paint', 'Badge Level': 'Silver'}, 'Chase Down Artist': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Raises the chances of getting a chase-down block', 'Badge Level': 'Silver'}, 'Pogo Stick': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Improves the ability to attempt multiple blocks in succession', 'Badge Level': 'Silver'}, 'Vice Grip': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Improves ball security immediately after securing a rebound, catch, or picking up the ball', 'Badge Level': 'Silver'}, 'Menace': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'A player known for harassing their matchup while on defense', 'Badge Level': 'Bronze'}, 'Needle Threader': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Increases the likelihood that tough passes can get by the defense', 'Badge Level': 'Bronze'}, 'Post Move Lockdown': {'Badge Category': 'DEF/REB Badge', 'Badge Description': ""Improves the defender's ability to defend post moves"", 'Badge Level': 'Bronze'}, 'Post Playmaker': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Boosts the shot percentage on passes made out of the post to a shooter', 'Badge Level': 'Bronze'}, 'Rebound Chaser': {'Badge Category': 'DEF/REB Badge', 'Badge Description': ""Improves a player's ability to chase down rebounds"", 'Badge Level': 'Bronze'}}",211,"6'11"""
https://www.2kratings.com/jarrett-allen,2023-02-17,Cleveland Cavaliers,Jarrett Allen,84,['United States'],2-Way Inside-the-Arc Scorer,['C'],109,31,6,Texas,95,79,66,73,85,85,75,72,84,79,92,80,82,79,85,80,82,63,82,76,95,25,35,35,48,32,82,41,40,73,53,83,67,80,76,85,"{'Rise Up': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Makes it easier to dunk when under the basket', 'Badge Level': 'Gold'}, 'Aerial Wizard': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Ability to successfully complete alley–oops and putbacks', 'Badge Level': 'Silver'}, 'Anchor': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'A crucial badge for last line of defense bigs, improves ability to block and contest shots in the paint', 'Badge Level': 'Silver'}, 'Boxout Beast': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Helps rebounders win boxout battles on both offensive and defensive rebounding situations', 'Badge Level': 'Silver'}, 'Brick Wall': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Increases effectiveness of screens and drains energy from opponents on physical contact', 'Badge Level': 'Silver'}, 'Masher': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Increases ability to finish inside layups over defenders', 'Badge Level': 'Silver'}, 'Posterizer': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Improves the likelihood of posterizing your opponent', 'Badge Level': 'Silver'}, 'Vice Grip': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Improves ball security immediately after securing a rebound, catch, or picking up the ball', 'Badge Level': 'Silver'}, 'Backdown Punisher': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Increases the chances of a player successfully backing down an opponent', 'Badge Level': 'Bronze'}, 'Dropstepper': {'Badge Category': 'Finishing Badge', 'Badge Description': ""Improves a player's ability to effectively use dropsteps in the post"", 'Badge Level': 'Bronze'}, 'Pogo Stick': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Improves the ability to attempt multiple blocks in succession', 'Badge Level': 'Bronze'}, 'Post Move Lockdown': {'Badge Category': 'DEF/REB Badge', 'Badge Description': ""Improves the defender's ability to defend post moves"", 'Badge Level': 'Bronze'}, 'Rebound Chaser': {'Badge Category': 'DEF/REB Badge', 'Badge Description': ""Improves a player's ability to chase down rebounds"", 'Badge Level': 'Bronze'}, 'Work Horse': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Boosts your ability to hustle down 50/50 balls and play hard-nosed defense without getting tired', 'Badge Level': 'Bronze'}}",208,"6'10"""
https://www.2kratings.com/caris-levert,2023-02-17,Cleveland Cavaliers,Caris LeVert,78,['United States'],Inside-Out Shot Creator,"['SG', 'SF']",92,3,7,Michigan,70,70,82,80,85,75,75,77,54,80,92,80,78,84,60,75,52,54,49,79,95,75,86,72,84,65,45,74,40,35,77,70,68,60,39,57,"{'Slithery': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Makes it easier to gather through traffic, avoiding collisions and strips', 'Badge Level': 'Silver'}, 'Acrobat': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Boosts the ability to hit high degree of difficulty layups', 'Badge Level': 'Bronze'}, 'Fast Twitch': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Speeds up standing layups or dunks around the rim', 'Badge Level': 'Bronze'}, 'Fearless Finisher': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Improves the ability to convert contact layups', 'Badge Level': 'Bronze'}, 'Pro Touch': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Gives an additional boost for having good layup timing', 'Badge Level': 'Bronze'}, 'Volume Shooter': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Boosts shot percentages as shot attempts accrue throughout the game', 'Badge Level': 'Bronze'}}",198,"6'6"""
https://www.2kratings.com/ricky-rubio,2023-02-17,Cleveland Cavaliers,Ricky Rubio,78,['Spain'],2-Way 3PT Playmaker,['PG'],86,13,14,Spain,75,60,77,84,95,85,75,75,27,60,88,73,80,79,25,25,25,40,26,72,92,84,86,75,88,79,32,78,76,40,79,76,70,60,33,61,"{'Needle Threader': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Increases the likelihood that tough passes can get by the defense', 'Badge Level': 'Gold'}, 'Special Delivery': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Gives boost to passer and receiver’s takeover meter following a flashy pass if the shot goes in', 'Badge Level': 'Gold'}, 'Dimer': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Boosts the shot percentage for open teammates on jump shots after catching a pass', 'Badge Level': 'Silver'}, 'Floor General': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Teammates receive an offensive attribute bonus when player is in the game', 'Badge Level': 'Silver'}, 'Bail Out': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Increases the chances of successfully completing a pass from mid-air', 'Badge Level': 'Bronze'}, 'Unpluckable': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Reduces the chances of getting stripped by the defender', 'Badge Level': 'Bronze'}}",188,"6'2"""
https://www.2kratings.com/isaac-okoro,2023-02-17,Cleveland Cavaliers,Isaac Okoro,75,['United States'],3 & D Wing,"['SF', 'SG']",101,35,3,Auburn,59,60,76,82,90,60,77,77,67,80,89,80,82,80,45,75,47,49,50,50,95,69,72,73,69,31,60,84,46,61,83,80,82,85,42,51,"{'Off Ball Pest': {'Badge Category': 'DEF/REB Badge', 'Badge Description': ""Improves a player's ability to bump and harass the offense off the ball"", 'Badge Level': 'Bronze'}, 'Work Horse': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Boosts your ability to hustle down 50/50 balls and play hard-nosed defense without getting tired', 'Badge Level': 'Bronze'}}",196,"6'5"""
https://www.2kratings.com/cedi-osman,2023-02-17,Cleveland Cavaliers,Cedi Osman,74,"['North Macedonia', 'Turkey']",Inside-Out Scorer,"['SF', 'PF']",104,16,8,Turkey,83,74,78,69,75,70,71,70,59,70,85,80,75,76,46,61,38,58,51,59,75,75,75,69,70,41,65,76,37,35,76,70,65,65,33,54,"{'Claymore': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases a spot up shooter’s ability to knock down catch and shoot jumpers the longer they remain stationary prior to shooting', 'Badge Level': 'Bronze'}, 'Green Machine': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases the bonus given for consecutive excellent releases', 'Badge Level': 'Bronze'}}",201,"6'7"""
https://www.2kratings.com/robin-lopez,2023-02-17,Cleveland Cavaliers,Robin Lopez,74,['United States'],Back-To-Basket Big,['C'],126,33,15,Stanford,93,73,76,60,45,40,25,25,75,57,85,95,82,78,75,60,96,55,95,50,88,30,35,25,69,33,70,55,27,52,25,80,64,70,73,49,"{'Brick Wall': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Increases effectiveness of screens and drains energy from opponents on physical contact', 'Badge Level': 'Bronze'}, 'Dropstepper': {'Badge Category': 'Finishing Badge', 'Badge Description': ""Improves a player's ability to effectively use dropsteps in the post"", 'Badge Level': 'Bronze'}, 'Masher': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Increases ability to finish inside layups over defenders', 'Badge Level': 'Bronze'}, 'Post Spin Technician': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Improves the ability of a post spin or drive to work effectively', 'Badge Level': 'Bronze'}}",213,"7'0"""
https://www.2kratings.com/raul-neto,2023-02-17,Cleveland Cavaliers,Raul Neto,74,['Brazil'],Inside the Arc Scorer,"['PG', 'SG']",81,19,10,Brazil,88,83,75,74,80,70,71,75,51,68,82,85,79,78,25,25,43,40,35,64,81,79,79,70,79,67,40,73,59,25,75,66,80,70,35,45,"{'Special Delivery': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Gives boost to passer and receiver’s takeover meter following a flashy pass if the shot goes in', 'Badge Level': 'Bronze'}}",188,"6'2"""
https://www.2kratings.com/dean-wade,2023-02-17,Cleveland Cavaliers,Dean Wade,74,['United States'],3PT Specialist,['PF'],103,32,4,Kansas State,80,68,84,78,95,75,62,62,60,83,80,85,79,60,80,75,60,60,64,60,70,38,60,43,55,31,50,67,43,53,68,70,68,60,40,67,"{'Catch and Shoot': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Boosts the chance of hitting a jump shot immediately after a catch', 'Badge Level': 'Bronze'}, 'Corner Specialist': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Gives a boost to shots taken near the corner', 'Badge Level': 'Bronze'}}",206,"6'9"""
https://www.2kratings.com/danny-green,2023-02-17,Cleveland Cavaliers,Danny Green,73,['United States'],2-Way Shooter,"['SF', 'SG']",97,14,14,UNC,80,80,82,77,60,35,59,59,60,69,75,75,82,60,40,45,30,54,35,30,75,72,70,59,70,32,66,85,66,65,85,83,60,80,38,50,"{'Clutch Shooter': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases the ability to knock down shots in clutch moments', 'Badge Level': 'Silver'}, 'Corner Specialist': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Gives a boost to shots taken near the corner', 'Badge Level': 'Silver'}, 'Amped': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Reduces the shooting attribute penalties when fatigued and when moving excessively prior to shooting', 'Badge Level': 'Bronze'}, 'Catch and Shoot': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Boosts the chance of hitting a jump shot immediately after a catch', 'Badge Level': 'Bronze'}, 'Claymore': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases a spot up shooter’s ability to knock down catch and shoot jumpers the longer they remain stationary prior to shooting', 'Badge Level': 'Bronze'}, 'Green Machine': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases the bonus given for consecutive excellent releases', 'Badge Level': 'Bronze'}, 'Guard Up': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases the ability to make jump shots when defenders fail to properly contest', 'Badge Level': 'Bronze'}, 'Off Ball Pest': {'Badge Category': 'DEF/REB Badge', 'Badge Description': ""Improves a player's ability to bump and harass the offense off the ball"", 'Badge Level': 'Bronze'}, 'Slippery Off Ball': {'Badge Category': 'Shooting Badge', 'Badge Description': ""Strengthens the player's ability to get the open off the ball"", 'Badge Level': 'Bronze'}}",198,"6'6"""
https://www.2kratings.com/lamar-stevens,2023-02-17,Cleveland Cavaliers,Lamar Stevens,73,['United States'],Mid-Range Specialist,"['PF', 'SF']",104,8,3,Penn State,68,86,73,72,70,65,79,79,60,91,80,90,80,68,65,80,61,58,64,45,86,62,67,69,55,29,60,69,36,56,71,66,65,55,44,66,"{'Aerial Wizard': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Ability to successfully complete alley–oops and putbacks', 'Badge Level': 'Silver'}, 'Limitless Takeoff': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Favors dunks and layups from a farther take-off range', 'Badge Level': 'Bronze'}, 'Work Horse': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Boosts your ability to hustle down 50/50 balls and play hard-nosed defense without getting tired', 'Badge Level': 'Bronze'}}",198,"6'6"""
https://www.2kratings.com/dylan-windler,2023-02-17,Cleveland Cavaliers,Dylan Windler,71,['United States'],Shooter,"['SG', 'SF']",88,9,4,Belmont,77,77,77,80,85,75,68,69,55,75,80,80,80,72,35,50,32,44,44,35,80,62,72,67,60,40,42,65,43,40,65,57,60,45,51,66,{},198,"6'6"""
https://www.2kratings.com/isaiah-mobley,2023-02-17,Cleveland Cavaliers,Isaiah Mobley,69,['United States'],Paint Protector,['PF'],107,15,1,USC,68,70,69,68,65,55,58,58,62,69,87,65,80,60,60,71,58,57,58,58,90,68,49,44,75,54,61,44,41,69,49,55,44,45,60,62,{},203,"6'8"""
https://www.2kratings.com/mamadi-diakite,2023-02-17,Cleveland Cavaliers,Mamadi Diakite,69,['Guinea'],Paint Protector,"['C', 'PF']",103,21,3,Virginia,69,69,66,73,65,25,74,74,65,78,80,80,80,62,75,75,50,44,52,40,80,42,37,44,47,33,66,45,70,77,59,69,52,45,56,72,{},206,"6'9"""
https://www.2kratings.com/luka-doncic,2023-02-17,Dallas Mavericks,Luka Doncic,97,['Slovenia'],Versatile Offensive Force,"['PG', 'SF']",104,77,5,Slovenia,98,94,87,86,98,98,84,84,72,77,98,98,85,97,55,75,85,85,85,98,98,98,98,83,98,98,66,74,76,60,75,74,76,75,69,87,"{'Floor General': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Teammates receive an offensive attribute bonus when player is in the game', 'Badge Level': 'Hall of Fame'}, 'Space Creator': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Ability to hit stepback jumpers and hop shots, and also will cause defenders to stumble more often', 'Badge Level': 'Hall of Fame'}, 'Volume Shooter': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Boosts shot percentages as shot attempts accrue throughout the game', 'Badge Level': 'Hall of Fame'}, 'Agent 3': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Ability to hit difficult 3PT shots off the dribble', 'Badge Level': 'Gold'}, 'Amped': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Reduces the shooting attribute penalties when fatigued and when moving excessively prior to shooting', 'Badge Level': 'Gold'}, 'Bail Out': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Increases the chances of successfully completing a pass from mid-air', 'Badge Level': 'Gold'}, 'Blinders': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Becomes unfazed by defenders from the side', 'Badge Level': 'Gold'}, 'Break Starter': {'Badge Category': 'Playmaking Badge', 'Badge Description': ""Improves a player's ability to make effective outlet passes after grabbing a rebound"", 'Badge Level': 'Gold'}, 'Claymore': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases a spot up shooter’s ability to knock down catch and shoot jumpers the longer they remain stationary prior to shooting', 'Badge Level': 'Gold'}, 'Clutch Shooter': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases the ability to knock down shots in clutch moments', 'Badge Level': 'Gold'}, 'Comeback Kid': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Improved ability to shoot perimeter jumpers when trailing in a game', 'Badge Level': 'Gold'}, 'Deadeye': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Reduces the impact of a defender who is closing out', 'Badge Level': 'Gold'}, 'Dimer': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Boosts the shot percentage for open teammates on jump shots after catching a pass', 'Badge Level': 'Gold'}, 'Fearless Finisher': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Improves the ability to convert contact layups', 'Badge Level': 'Gold'}, 'Green Machine': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases the bonus given for consecutive excellent releases', 'Badge Level': 'Gold'}, 'Guard Up': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Increases the ability to make jump shots when defenders fail to properly contest', 'Badge Level': 'Gold'}, 'Hyperdrive': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Increases the dribbling skills while on the move', 'Badge Level': 'Gold'}, 'Killer Combos': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Improves a dribbler’s effectiveness with size-up dribble moves', 'Badge Level': 'Gold'}, 'Limitless Range': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Boosts the range that one can effectively shoot standing three point shots', 'Badge Level': 'Gold'}, 'Middy Magician': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Improved ability to knock down mid-range jumpers off the bounce or out of the post', 'Badge Level': 'Gold'}, 'Needle Threader': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Increases the likelihood that tough passes can get by the defense', 'Badge Level': 'Gold'}, 'Pro Touch': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Gives an additional boost for having good layup timing', 'Badge Level': 'Gold'}, 'Slippery Off Ball': {'Badge Category': 'Shooting Badge', 'Badge Description': ""Strengthens the player's ability to get the open off the ball"", 'Badge Level': 'Gold'}, 'Slithery': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Makes it easier to gather through traffic, avoiding collisions and strips', 'Badge Level': 'Gold'}, 'Special Delivery': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Gives boost to passer and receiver’s takeover meter following a flashy pass if the shot goes in', 'Badge Level': 'Gold'}, 'Unpluckable': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Reduces the chances of getting stripped by the defender', 'Badge Level': 'Gold'}, 'Vice Grip': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Improves ball security immediately after securing a rebound, catch, or picking up the ball', 'Badge Level': 'Gold'}, 'Acrobat': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Boosts the ability to hit high degree of difficulty layups', 'Badge Level': 'Silver'}, 'Ankle Breaker': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Improves the likelihood of freezing or dropping a defender during dribble moves', 'Badge Level': 'Silver'}, 'Bully': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Ability to finish strong by bulldozing through traffic', 'Badge Level': 'Silver'}, 'Catch and Shoot': {'Badge Category': 'Shooting Badge', 'Badge Description': 'Boosts the chance of hitting a jump shot immediately after a catch', 'Badge Level': 'Silver'}, 'Clamp Breaker': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Helps ball handlers win more 1-on-1 body bump confrontations', 'Badge Level': 'Silver'}, 'Handles For Days': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Reduces the amount of energy lost when performing dribble moves', 'Badge Level': 'Silver'}, 'Mismatch Expert': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Helps smaller guards break down taller defenders when mismatched 1-on-1', 'Badge Level': 'Silver'}, 'Boxout Beast': {'Badge Category': 'DEF/REB Badge', 'Badge Description': 'Helps rebounders win boxout battles on both offensive and defensive rebounding situations', 'Badge Level': 'Bronze'}, 'Giant Slayer': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Heightens the effectiveness of layups over taller defenders', 'Badge Level': 'Bronze'}, 'Masher': {'Badge Category': 'Finishing Badge', 'Badge Description': 'Increases ability to finish inside layups over defenders', 'Badge Level': 'Bronze'}, 'Quick First Step': {'Badge Category': 'Playmaking Badge', 'Badge Description': 'Provides more explosive first steps out of tripple threat and size-ups', 'Badge Level': 'Bronze'}, 'Rebound Chaser': {'Badge Category': 'DEF/REB Badge', 'Badge Description': ""Improves a player's ability to chase down rebounds"", 'Badge Level': 'Bronze'}}",201,"6'7"""
